#id	length	evalue	coverge	probability	score
Os2256_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	127	5.5e-27	58.8	0.92	88.5
Os2256_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	166	3.9e-53	63.0	0.98	174.0
Os2256_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	58	2.4e-23	40.2	0.95	76.4
Os2270#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	177	3.6e-32	98.8	0.94	105.4
Os2274#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	168	3.5e-51	100.0	0.98	167.4
Os2280_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	120	1.6e-32	98.4	0.96	106.0
Os2280_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	80	7.5e-26	100.0	0.97	84.4
Os2280_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	174	3.2e-87	100.0	0.99	284.4
Os2280_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	80	7.8e-16	22.8	0.95	52.1
Os2298_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	119	2.3e-34	100.0	0.96	112.3
Os2298_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	75	4.6e-22	100.0	0.97	72.0
Os2298_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	3.1e-92	100.0	1.0	300.8
Os2298_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.1e-56	100.0	0.99	184.9
Os2298_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	5.3e-134	98.7	0.99	439.6
Os2298_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	3.3e-15	100.0	0.88	50.0
Os2307#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	177	6.9e-41	98.8	0.95	133.8
Os2312#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL2	460	1.1e-198	100.0	0.99	654.4
Os2326_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	3.5e-32	100.0	0.99	104.2
Os2344_LTR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	62	1.1e-05	66.7	0.54	19.6
Os2371_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	103	9.4e-17	100.0	0.94	55.2
Os2371_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	1.4e-24	100.0	0.96	80.3
Os2371_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	1.5e-81	100.0	0.99	266.5
Os2371_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	8e-126	100.0	0.99	412.2
Os2371_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	4.2e-61	100.0	1.0	198.5
Os2430#DNAauto/hAT|Class_II/Subclass_1/TIR/hAT:hAT-TPase	308	1e-83	71.7	0.92	276.1
Os2453#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	178	2e-39	98.8	0.91	129.0
Os2475_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	128	1.9e-43	100.0	0.96	141.2
Os2480#DNAauto/CACTA|Class_II/Subclass_1/TIR/EnSpm_CACTA:CACTA-TPase	235	3.3e-89	56.3	0.95	293.6
Os2530#DNAnona/hAT|Class_II/Subclass_1/TIR/hAT:hAT-TPase	438	7.7e-70	100.0	0.86	230.3
Os2577_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-aRH	38	0.00017	27.9	0.94	15.4
Os2585#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	176	3.7e-45	93.0	0.94	147.7
Os2618_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	4.1e-35	100.0	0.99	113.6
Os2623#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	167	7.4e-45	99.4	0.98	146.8
Os2654_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	119	3e-45	99.2	0.98	147.1
Os2654_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	81	7.1e-24	100.0	0.97	78.1
Os2654_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	174	1.3e-79	100.0	0.98	259.7
Os2654_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	90	4.2e-31	71.9	0.98	101.4
Os2654_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	303	2e-101	94.9	0.96	333.3
Os2675#DNAauto/PILE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	84	3.5e-19	45.6	0.96	63.7
Os2699#DNAnona/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL2	115	8.7e-32	25.3	0.95	104.3
Os2708_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	3.2e-31	100.0	0.98	101.2
Os2708_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	4.2e-29	100.0	0.99	94.3
Os2708_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	9.1e-83	99.5	1.0	270.4
Os2708_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	1.5e-120	100.0	0.99	395.1
Os2708_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	6.2e-55	100.0	1.0	178.3
Os2719#DNAnona/CACTA|Class_II/Subclass_1/TIR/EnSpm_CACTA:CACTA-TPase	424	6.4e-187	100.0	0.98	615.5
Os2783#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	116	3.8e-10	63.4	0.89	33.7
Os2788#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	66	2.3e-20	34.3	0.93	67.0
Os2830_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	2.9e-35	100.0	0.99	115.1
Os2835#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	176	5.3e-45	99.4	0.92	147.2
Os2840_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-GAG	90	5.9e-33	100.0	0.99	107.5
Os2840_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-PROT	72	2e-19	100.0	0.92	63.5
Os2840_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-INT	195	1.4e-101	100.0	0.99	331.8
Os2840_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-RT	256	1.9e-130	100.0	0.99	427.7
Os2840_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-RH	130	1.8e-62	100.0	1.0	203.0
Os2911_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-GAG	91	5.2e-34	100.0	0.97	110.4
Os2911_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	206	1.5e-89	85.2	0.95	292.8
Os2911_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	260	4.2e-134	100.0	0.99	439.7
Os2911_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	119	2.3e-59	88.7	0.97	192.5
Os2947_ICL#DNAnona/hAT|Class_II/Subclass_1/TIR/hAT:hAT-TPase	204	2.7e-40	44.4	0.91	133.0
Os2997#LINE/unknown|Class_I/LINE:LINE-ENDO	222	6.3e-28	99.0	0.7	92.0
Os2997#LINE/unknown|Class_I/LINE:LINE-RT	266	4.2e-53	98.8	0.88	174.1
Os3087_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	109	9.6e-19	89.2	0.94	61.7
Os3241#DNAauto/PILE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	100	1.2e-24	58.1	0.94	81.3
Os3242#DNAauto/PILE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	173	6.7e-48	99.3	0.92	156.6
Os3244#DNAauto/PILE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	103	2.8e-25	59.6	0.95	83.4
Os3245#DNAauto/PILE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	140	8.1e-49	100.0	0.96	159.6
Os3246#DNAauto/PILE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	170	2e-44	99.3	0.92	145.4
Os3247#DNAauto/PILE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	169	2.9e-44	99.3	0.92	144.9
Os3248_Ping#DNAauto/POLE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	144	9.6e-49	100.0	0.97	159.4
Os3249#DNAauto/POLE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	136	1.4e-41	94.1	0.96	136.1
Os3250#DNAauto/POLE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	144	7.8e-46	100.0	0.96	149.9
Os3251#DNAauto/POLE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	144	2.2e-51	99.3	0.96	167.9
Os3252#DNAauto/POLE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	144	1.2e-32	100.0	0.92	107.2
Os3253#DNAauto/POLE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	144	1.9e-45	99.3	0.96	148.7
Os3254#DNAauto/POLE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	144	1.1e-48	99.3	0.95	159.2
Os3255#DNAauto/POLE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	144	3.5e-44	100.0	0.95	144.6
Os3256#DNAauto/MLE|Class_II/Subclass_1/TIR/Tc1_Mariner:Mariner-TPase	92	7.5e-33	56.3	0.98	107.8
Os3257#DNAauto/MLE|Class_II/Subclass_1/TIR/Tc1_Mariner:Mariner-TPase	135	1.6e-30	58.9	0.92	100.2
Os3258#DNAauto/MLE|Class_II/Subclass_1/TIR/Tc1_Mariner:Mariner-TPase	110	9.9e-28	57.0	0.95	91.1
Os3259#DNAnona/MLE|Class_II/Subclass_1/TIR/Tc1_Mariner:Mariner-TPase	174	6.6e-68	99.4	0.99	221.7
Os3260#DNAauto/MLE|Class_II/Subclass_1/TIR/Tc1_Mariner:Mariner-TPase	82	1.8e-21	49.4	0.96	70.8
Os3261#DNAauto/MLE|Class_II/Subclass_1/TIR/Tc1_Mariner:Mariner-TPase	150	5.5e-51	78.5	0.98	166.7
Os3262#DNAauto/MLE|Class_II/Subclass_1/TIR/Tc1_Mariner:Mariner-TPase	123	6.3e-31	58.9	0.93	101.5
Os3263#DNAauto/MLE|Class_II/Subclass_1/TIR/Tc1_Mariner:Mariner-TPase	120	5.1e-39	61.4	0.9	127.8
Os3264#DNAauto/MLE|Class_II/Subclass_1/TIR/Tc1_Mariner:Mariner-TPase	174	5.2e-58	100.0	0.97	189.5
Os3265#DNAauto/MLE|Class_II/Subclass_1/TIR/Tc1_Mariner:Mariner-TPase	132	5.3e-37	70.3	0.98	121.3
Os3267#DNAauto/MLE|Class_II/Subclass_1/TIR/Tc1_Mariner:Mariner-TPase	173	1.8e-62	99.4	0.99	204.1
Os3268#DNAauto/MLE|Class_II/Subclass_1/TIR/Tc1_Mariner:Mariner-TPase	123	6.8e-30	58.9	0.94	98.2
Os3280#DNAauto/CACTA|Class_II/Subclass_1/TIR/EnSpm_CACTA:CACTA-TPase	469	2.3e-192	100.0	0.95	633.4
Os3285#DNAauto/CACTA|Class_II/Subclass_1/TIR/EnSpm_CACTA:CACTA-TPase	420	2.2e-174	100.0	0.97	574.2
Os3287#DNAauto/hAT|Class_II/Subclass_1/TIR/hAT:hAT-TPase	352	5.8e-96	81.6	0.9	316.4
Os3290_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	7.2e-27	100.0	0.93	88.1
Os3290_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	5.8e-23	100.0	0.93	74.8
Os3290_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	3.8e-90	100.0	1.0	294.0
Os3290_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	4.6e-54	100.0	0.97	176.4
Os3290_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	3.2e-135	100.0	0.99	443.6
Os3290_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	3.2e-24	98.7	0.93	78.9
Os3291_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	4.4e-21	100.0	0.95	69.1
Os3291_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	197	4.1e-83	100.0	0.97	271.6
Os3291_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	254	1.2e-112	100.0	0.98	369.1
Os3291_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	6.6e-54	100.0	1.0	175.2
Os3292#DNAauto/PILE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	84	1.5e-17	51.5	0.86	58.4
Os3293#DNAauto/hAT|Class_II/Subclass_1/TIR/hAT:hAT-TPase	423	7.5e-128	100.0	0.9	421.4
Os3294#DNAauto/hAT|Class_II/Subclass_1/TIR/hAT:hAT-TPase	357	9.4e-89	80.2	0.86	292.6
Os3295#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	146	3.6e-41	83.7	0.94	134.8
Os3296#DNAauto/CACTG|Class_II/Subclass_1/TIR/EnSpm_CACTA:CACTA-TPase	137	2.6e-54	26.3	0.95	178.6
Os3298_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	2.7e-27	98.9	0.99	88.6
Os3298_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	4.2e-28	100.0	0.99	91.1
Os3298_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	140	1.4e-46	66.0	0.98	152.3
Os3298_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	1.3e-118	100.0	0.99	388.7
Os3298_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	1.8e-52	100.0	0.99	170.3
Os3299_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	1.5e-30	98.9	0.98	99.0
Os3299_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	1.8e-29	100.0	0.99	95.5
Os3299_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	3.1e-88	100.0	1.0	288.3
Os3299_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	2e-122	100.0	0.99	401.1
Os3299_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	2.2e-54	100.0	1.0	176.6
Os3300_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	1.4e-32	100.0	0.99	106.6
Os3300_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	52	5.4e-10	67.6	0.97	33.3
Os3300_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	2.4e-76	100.0	0.98	249.1
Os3300_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	2.9e-62	100.0	1.0	203.0
Os3300_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	7.9e-141	100.0	0.99	462.0
Os3300_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	72	5.6e-15	79.2	0.88	49.3
Os3301_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	129	2.4e-40	90.0	0.95	131.5
Os3301_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	8.8e-35	100.0	1.0	112.8
Os3301_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	173	1.1e-104	100.0	1.0	341.4
Os3301_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	145	4.4e-75	100.0	1.0	244.6
Os3301_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	308	6.9e-168	100.0	1.0	551.3
Os3301_LTR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	32	3e-05	23.3	0.63	18.2
Os3302#DNAauto/MLE|Class_II/Subclass_1/TIR/Tc1_Mariner:Mariner-TPase	132	5.8e-34	58.9	0.92	111.4
Os3303_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	122	2.2e-30	100.0	0.96	99.5
Os3303_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2e-17	100.0	0.98	57.1
Os3303_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	3e-90	100.0	1.0	294.4
Os3303_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1e-63	100.0	1.0	207.7
Os3303_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	3e-140	100.0	0.99	460.1
Os3303_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	6.9e-26	100.0	0.97	84.3
Os3304_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	1e-33	100.0	0.98	110.2
Os3304_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	7.8e-23	100.0	0.99	74.4
Os3304_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	4.4e-94	100.0	1.0	306.8
Os3304_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.1e-67	100.0	1.0	220.5
Os3304_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	3.4e-143	98.4	0.99	469.8
Os3304_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	5.2e-22	100.0	0.95	71.8
Os3305_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	7.2e-35	100.0	0.98	113.9
Os3305_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	4.3e-26	100.0	0.99	84.9
Os3305_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.3e-93	100.0	1.0	305.3
Os3305_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	2.4e-66	100.0	1.0	216.2
Os3305_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	3.1e-143	98.4	0.99	469.9
Os3305_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	8.3e-21	100.0	0.91	68.0
Os3306_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	5.1e-29	100.0	0.99	94.1
Os3306_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	1.2e-30	100.0	0.99	99.2
Os3306_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	3e-87	100.0	1.0	285.0
Os3306_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	207	5.6e-94	78.2	0.98	308.0
Os3306_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	2.3e-57	100.0	1.0	186.2
Os3307_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	92	1.2e-14	100.0	0.93	48.4
Os3307_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	1.3e-20	100.0	0.98	67.6
Os3307_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	1.5e-67	100.0	0.98	220.8
Os3307_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	2.8e-111	100.0	0.99	364.5
Os3307_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2.3e-59	100.0	0.97	192.8
Os3308_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	4.4e-17	100.0	0.97	56.2
Os3308_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	6.4e-28	100.0	0.98	91.0
Os3308_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	95	7.5e-40	50.0	0.98	130.4
Os3308_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	254	1.2e-119	100.0	0.98	391.9
Os3308_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1e-60	100.0	0.99	197.2
Os3309_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	94	2.2e-28	100.0	0.98	92.1
Os3309_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	1.9e-27	100.0	0.99	89.0
Os3309_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	7e-83	100.0	1.0	270.8
Os3309_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	6.2e-115	100.0	0.99	376.6
Os3309_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	4.7e-53	100.0	0.99	172.3
Os3310_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	1.3e-16	100.0	0.96	54.7
Os3310_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	2e-28	100.0	0.99	92.6
Os3310_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	1.1e-80	100.0	0.96	263.7
Os3310_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	244	1.5e-115	94.6	0.99	378.6
Os3310_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.5e-61	100.0	0.99	199.9
Os3311_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	2.6e-15	98.9	0.97	50.5
Os3311_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	3.4e-23	98.6	0.98	75.9
Os3311_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	6.8e-78	100.0	0.97	254.6
Os3311_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	253	2.4e-117	100.0	0.98	384.4
Os3311_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	3.2e-52	100.0	0.99	169.8
Os3312_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	127	6.1e-42	100.0	0.95	136.7
Os3312_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	2.8e-37	100.0	1.0	120.8
Os3312_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	173	3.3e-97	100.0	0.99	317.0
Os3312_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	145	1.4e-77	100.0	1.0	252.7
Os3312_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	308	2.7e-169	100.0	1.0	555.9
Os3312_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	22	0.00041	33.3	0.96	14.6
Os3312_LTR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	29	4.2e-07	65.0	0.84	24.1
Os3313_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	8e-33	100.0	0.98	107.3
Os3313_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	6.8e-27	100.0	0.99	87.4
Os3313_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.8e-92	100.0	1.0	301.6
Os3313_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	2e-67	100.0	1.0	219.7
Os3313_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	1.4e-147	100.0	0.99	484.2
Os3313_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	5.6e-18	97.4	0.94	58.9
Os3314_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	2.7e-32	100.0	0.99	105.7
Os3314_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	7.3e-24	100.0	1.0	77.7
Os3314_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.6e-82	100.0	1.0	269.2
Os3314_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	3.8e-61	100.0	1.0	199.4
